iit,reviewed_date,degree,branch,batch_year,is_alumni,overall_rating,placements_rating,infrastructure_rating,faculty_rating,campus_rating,vfm_rating,academics_rating,rating_0_5,rating_source,label,text,source_url
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-07-01,,,,false,4.4,4.0,5.0,5.0,4.0,,,4.40,overall,good,"Reviewed on 13 Sep 2024 Read More K KARAMTHOTU PRUDHVI RAJ B.Tech. in Mechanical Engineering - Batch of 2027 4.4 4 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money My college@IIT BOMBAY is good to explore Placements : I'm from 2023-27 batch which is still going on from the mechanical engineering department Yes students I'm my course are getting placed with an attractive package in core and non core companies.Top core recurring companies are Tata, benz, and others etc Infrastructure : Infrastructure in IIT bombay is so good and satisfied because of it's looks attractive and class rooms are very well designed that approx 200 members can seat comfortable and also study and work in them with absolutely strong wifi connection Hostels are also quite satisfied with good Amminities. Faculty : Faculty here is top noch. No one can replace them, because of there high qualification in there respective fields, courses and exams are also planned accordingly. The course curriculum is given before the semester starts so that student will perpere for exams Reviewed on 1 Jul 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2027 4.6 5 Placements 4 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money Fantastic college, one of the best college for Engineering . Placements : In my course, around 85% of students were placed through campus placements in 2023 and average placement rate of college is around 95%. Top roles offered in my course are Avionics and aerospace engineers in government. Institutions like ISRO and DRDO, as well as private institutions like Air plans companies- Indigo, Spice JET etc. The highest package offered in my course was 38 Lacs per annum and median package around 14 LPA. Students even got good internship facilities at top notch organisations such as ISRO. Infrastructure : The college provides free high-speed wi-fi connection for all its students. Classrooms and Labs are well-equipped with all best technologies and instruments. Library has vast range of books, journals, research papers and various other story books &amp; novels present inside. Hostels are fine, but freshers get the old hostels which are in a bit shaggy old conditions. Mess food is tasty and mess provides special lunches for various festivals, such as South Indian food for Pongal and similarly, various state foods at various state based occasions. Faculty : Faculty members here are well qualified being Ph.D. holders from top colleges and universities around the world. They are very supportive and help mentor the students in researches and getting jobs and internships at top companies. The course curriculum is relevant and make students industry-ready. Semester exams are of moderate difficult and are not very hard to pass at IITB. Other : The feels for IITs are raising each year due to its high demand and necessity to provide world-class teach facilities. But for the facilities they provide, I would say the feels they take is fine, around 23 Lacs for entire 4 year. B.Teach course. Though, they provide tuition feels waiver for students having family income less than 5 LPA. And also for SC, ST students. The college has various sports, music and coding club for various extra-curricular activities. Fests, events and sport competitions are common at our college with MOOD INDIGO being the best fest.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-06-18,,,,false,4.6,4.0,3.0,4.0,3.0,,,4.60,overall,good,"Reviewed on 1 Jul 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2027 4.6 5 Placements 4 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money Fantastic college, one of the best college for Engineering . Placements : In my course, around 85% of students were placed through campus placements in 2023 and average placement rate of college is around 95%. Top roles offered in my course are Avionics and aerospace engineers in government. Institutions like ISRO and DRDO, as well as private institutions like Air plans companies- Indigo, Spice JET etc. The highest package offered in my course was 38 Lacs per annum and median package around 14 LPA. Students even got good internship facilities at top notch organisations such as ISRO. Infrastructure : The college provides free high-speed wi-fi connection for all its students. Classrooms and Labs are well-equipped with all best technologies and instruments. Library has vast range of books, journals, research papers and various other story books &amp; novels present inside. Hostels are fine, but freshers get the old hostels which are in a bit shaggy old conditions. Mess food is tasty and mess provides special lunches for various festivals, such as South Indian food for Pongal and similarly, various state foods at various state based occasions. Faculty : Faculty members here are well qualified being Ph.D. holders from top colleges and universities around the world. They are very supportive and help mentor the students in researches and getting jobs and internships at top companies. The course curriculum is relevant and make students industry-ready. Semester exams are of moderate difficult and are not very hard to pass at IITB. Other : The feels for IITs are raising each year due to its high demand and necessity to provide world-class teach facilities. But for the facilities they provide, I would say the feels they take is fine, around 23 Lacs for entire 4 year. B.Teach course. Though, they provide tuition feels waiver for students having family income less than 5 LPA. And also for SC, ST students. The college has various sports, music and coding club for various extra-curricular activities. Fests, events and sport competitions are common at our college with MOOD INDIGO being the best fest. Reviewed on 18 Jun 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2018 3.6 4 Placements 4 Infrastructure 3 Faculty 4 Crowd &amp; Campus Life 3 Value for Money This maybe the best college. Placements : There are 30% students placed in my course. The highest package offered was 1.68 crores and the medium package was18.80 lacs with the lowest package being 10 lacs. Top recruiting companies are Airbus, Rolls-Royce, etc. 20% students got internships in Airbus and Rolls Royce. Infrastructure : Good Wi-Fi service and clean labs are among the facilities available in the college. The library is also amazing having all types of book available. Hostel is one of the best. Best food services are available in our hostel and the canteen is also good. Medical facilities and sports and games facilities are also amazing. Faculty : The teachers are very helpful, qualified and knowledgeable. Their teaching quality was amazing. This course is curriculum relevant. It also makes the students industry ready. The semester exams are very difficult. The passing percentage is good at 95%. Other : I like this course and I have faith in it, so I chose this course. Best things include the packages in my course. I think the teachers must be improved. There were best events held in the college. Campus crowd is not much compared to the other colleges. Connectivity is amazing in this college. Campus surroundings are amazing and interesting in this college. Best scholarships are provided to the students in this college. There are no extracurricular activities in this college.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-05-03,,,,false,3.6,3.0,4.0,4.0,4.0,,,3.60,overall,neutral,"Reviewed on 18 Jun 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2018 3.6 4 Placements 4 Infrastructure 3 Faculty 4 Crowd &amp; Campus Life 3 Value for Money This maybe the best college. Placements : There are 30% students placed in my course. The highest package offered was 1.68 crores and the medium package was18.80 lacs with the lowest package being 10 lacs. Top recruiting companies are Airbus, Rolls-Royce, etc. 20% students got internships in Airbus and Rolls Royce. Infrastructure : Good Wi-Fi service and clean labs are among the facilities available in the college. The library is also amazing having all types of book available. Hostel is one of the best. Best food services are available in our hostel and the canteen is also good. Medical facilities and sports and games facilities are also amazing. Faculty : The teachers are very helpful, qualified and knowledgeable. Their teaching quality was amazing. This course is curriculum relevant. It also makes the students industry ready. The semester exams are very difficult. The passing percentage is good at 95%. Other : I like this course and I have faith in it, so I chose this course. Best things include the packages in my course. I think the teachers must be improved. There were best events held in the college. Campus crowd is not much compared to the other colleges. Connectivity is amazing in this college. Campus surroundings are amazing and interesting in this college. Best scholarships are provided to the students in this college. There are no extracurricular activities in this college. Reviewed on 3 May 2024 Read More (1) 1 person found this helpful A Anonymous B.Tech. in Computer Science and Engineering - Batch of 2026 4 5 Placements 3 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money My Experience of IIT Bombay. Placements : In IITB CSE, percentage of students placed is high about 95 percent. The highest package last year was about 3.7cr and the average was 49 Lacs. Top recruiters include google, microsoft, quadeye, adobe etc. The number of students getting internships is also high and has good stipend. Infrastructure : The facilities and infrastructure available for classes and department buildings is very nice. High-speed Wi-Fi is available all the time and labs are equipped with latest infrastructure. Hostels lack in infrastructure and the food quality is poor. Sports are good. Faculty : Professors are very qualified. Most of them are Ph.D. holders from top universities across the world. The curriculum is very diverse and good and suits industrial requirements. The semester exams are of good level. The pass percentage is quite high but it depends on the professor of that particular course.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-04-22,,,,false,4.0,4.0,4.0,5.0,5.0,,,4.00,overall,good,"Reviewed on 3 May 2024 Read More (1) 1 person found this helpful A Anonymous B.Tech. in Computer Science and Engineering - Batch of 2026 4 5 Placements 3 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money My Experience of IIT Bombay. Placements : In IITB CSE, percentage of students placed is high about 95 percent. The highest package last year was about 3.7cr and the average was 49 Lacs. Top recruiters include google, microsoft, quadeye, adobe etc. The number of students getting internships is also high and has good stipend. Infrastructure : The facilities and infrastructure available for classes and department buildings is very nice. High-speed Wi-Fi is available all the time and labs are equipped with latest infrastructure. Hostels lack in infrastructure and the food quality is poor. Sports are good. Faculty : Professors are very qualified. Most of them are Ph.D. holders from top universities across the world. The curriculum is very diverse and good and suits industrial requirements. The semester exams are of good level. The pass percentage is quite high but it depends on the professor of that particular course. Reviewed on 22 Apr 2024 Read More A Anonymous B.Tech. in Engineering Physics - Batch of 2024 4.4 4 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay (Engineering Physics B.Teach) in a glance. Placements : The following information is approximate and from the placement season of the 2023-2024 batch: - Placements for Engineering Physics are generally open for most companies; a good number of people from Engineering Physics go for higher studies. The overall placement statistics including all branches are as follows: - The percentage of campus-placed students was around 60% (this year saw a drop in campus placements). - Companies from all sorts of domains came to hire. Top technology firms like Apple, Microsoft, and Google; big consultancy firms like BCG, McKinsey, E&amp;Y, and Bain and Co.; financial firms like Morgan Stanley, Citibank, and HDFC; and core companies in each domain such as BPCL, Bajaj Auto, and Honda also came to hire. - Internships were also offered by multiple big firms similar to placements. Infrastructure : Every department has its own building connected by corridors called infinity corridors. For the Physics department, we have a three-floor building with multiple Physics labs. It also has a seminar room, computer lab, and a department library where we can study anytime, 24/7. High-speed Wi-Fi is present in every building of the college. For hostels, we have many different options, some large, some small. Some older hostels have slightly smaller rooms but they provide a nice hostel life experience. Wi-Fi LAN ports are provided in all hostel rooms. Each hostel has its own mess and sports facilities, which may include a pool, table tennis, carrom, foosball, etc., apart from other college sports facilities. Faculty : - All the teachers of the course are experts in their fields. The teaching quality is good, but one has to pay attention and stay up-to-date with the classes to grasp the material properly. - The course curriculum provides a good understanding of fundamental topics in Physics and an introductory level in some fields. It prepares students to decide on their future studies. Some students continue for higher studies after B.Tech at international universities. - Exams are relatively difficult, but relative grading is practiced, which normalizes the grades. Other : - Engineering Physics is a unique course where a B.Tech is offered in Physics. - The college conducts many big fests, namely Mood Indigo, Techfest, E-Summit, etc. College life is fantastic and provides memories to cherish forever.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-03-29,,,,false,4.4,4.0,4.0,4.0,4.0,,,4.40,overall,good,"Reviewed on 22 Apr 2024 Read More A Anonymous B.Tech. in Engineering Physics - Batch of 2024 4.4 4 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay (Engineering Physics B.Teach) in a glance. Placements : The following information is approximate and from the placement season of the 2023-2024 batch: - Placements for Engineering Physics are generally open for most companies; a good number of people from Engineering Physics go for higher studies. The overall placement statistics including all branches are as follows: - The percentage of campus-placed students was around 60% (this year saw a drop in campus placements). - Companies from all sorts of domains came to hire. Top technology firms like Apple, Microsoft, and Google; big consultancy firms like BCG, McKinsey, E&amp;Y, and Bain and Co.; financial firms like Morgan Stanley, Citibank, and HDFC; and core companies in each domain such as BPCL, Bajaj Auto, and Honda also came to hire. - Internships were also offered by multiple big firms similar to placements. Infrastructure : Every department has its own building connected by corridors called infinity corridors. For the Physics department, we have a three-floor building with multiple Physics labs. It also has a seminar room, computer lab, and a department library where we can study anytime, 24/7. High-speed Wi-Fi is present in every building of the college. For hostels, we have many different options, some large, some small. Some older hostels have slightly smaller rooms but they provide a nice hostel life experience. Wi-Fi LAN ports are provided in all hostel rooms. Each hostel has its own mess and sports facilities, which may include a pool, table tennis, carrom, foosball, etc., apart from other college sports facilities. Faculty : - All the teachers of the course are experts in their fields. The teaching quality is good, but one has to pay attention and stay up-to-date with the classes to grasp the material properly. - The course curriculum provides a good understanding of fundamental topics in Physics and an introductory level in some fields. It prepares students to decide on their future studies. Some students continue for higher studies after B.Tech at international universities. - Exams are relatively difficult, but relative grading is practiced, which normalizes the grades. Other : - Engineering Physics is a unique course where a B.Tech is offered in Physics. - The college conducts many big fests, namely Mood Indigo, Techfest, E-Summit, etc. College life is fantastic and provides memories to cherish forever. Reviewed on 29 Mar 2024 Read More M Mayank Kumar B.Tech. in Civil Engineering - Batch of 2023 4.2 5 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Absolutely the best college in India. Placements : The placements at IIT were extremely good, the best in fact. According to my knowledge, about 70 percent of people got placements in top companies like Google and Microsoft, with an average package of 40 Lacs per annum and the highest package of 2 crores per annum. Infrastructure : The hostel was quite good in all perspectives. There is no looking back after that. There was enough space for a student to live fully. The buildings were nicely maintained and repaired regularly. The services provided were awesome, like free internet connectivity. Faculty : The faculty was the best and professionally trained. They understood all my problems perfectly and solved my doubts in various concepts immediately. The campus was the best and able to teach you with perfection. The world-class labs helped you to understand all easily. Other : The fests were awesome. I enjoyed them a lot. This was the best experience of my life. As we all know, many other things are also as important as academics, and this was solved by these types of fests which were a mix of culture, dance, teaching, and education.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2024-02-06,,,,false,4.2,5.0,4.0,5.0,4.0,,,4.20,overall,good,"Reviewed on 29 Mar 2024 Read More M Mayank Kumar B.Tech. in Civil Engineering - Batch of 2023 4.2 5 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Absolutely the best college in India. Placements : The placements at IIT were extremely good, the best in fact. According to my knowledge, about 70 percent of people got placements in top companies like Google and Microsoft, with an average package of 40 Lacs per annum and the highest package of 2 crores per annum. Infrastructure : The hostel was quite good in all perspectives. There is no looking back after that. There was enough space for a student to live fully. The buildings were nicely maintained and repaired regularly. The services provided were awesome, like free internet connectivity. Faculty : The faculty was the best and professionally trained. They understood all my problems perfectly and solved my doubts in various concepts immediately. The campus was the best and able to teach you with perfection. The world-class labs helped you to understand all easily. Other : The fests were awesome. I enjoyed them a lot. This was the best experience of my life. As we all know, many other things are also as important as academics, and this was solved by these types of fests which were a mix of culture, dance, teaching, and education. Reviewed on 6 Feb 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2022 4.4 4 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money My college review and my point of view. Placements : College was good. I got 87 percent. Almost 95 percent of students get placement and everyone there was very well-mannered and good. The lowest package was about INR 3 lacs, and the highest offer was INR 5 lacs, and all packages were good. Infrastructure : The classroom was too good and well maintained and the library and labs were also very nice. The food we ate was healthy and the hygienic mess was neat and clean. Also, the medical facilities were good and sports and games were a regular part of our lives, and everything was good. Faculty : Teachers were very helpful, but some were rude and arrogant. However, the teaching quality of the college and teachers was excellent. Semester exams were not too hard and we prepared for them. When semester exams came, we were excited because we had been preparing for them for a long time. Other : My parents told me to choose that course and the best thing about that was that my interest was also in that course and I studied it very well. There is nothing to improve about the course. The surroundings and people were also good, and the environment was also very energetic. Our campus was also too good and people there were in a fun mood.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-11-03,,,,false,4.4,5.0,5.0,5.0,5.0,,,4.40,overall,good,"Reviewed on 6 Feb 2024 Read More A Anonymous B.Tech. in Aerospace Engineering - Batch of 2022 4.4 4 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money My college review and my point of view. Placements : College was good. I got 87 percent. Almost 95 percent of students get placement and everyone there was very well-mannered and good. The lowest package was about INR 3 lacs, and the highest offer was INR 5 lacs, and all packages were good. Infrastructure : The classroom was too good and well maintained and the library and labs were also very nice. The food we ate was healthy and the hygienic mess was neat and clean. Also, the medical facilities were good and sports and games were a regular part of our lives, and everything was good. Faculty : Teachers were very helpful, but some were rude and arrogant. However, the teaching quality of the college and teachers was excellent. Semester exams were not too hard and we prepared for them. When semester exams came, we were excited because we had been preparing for them for a long time. Other : My parents told me to choose that course and the best thing about that was that my interest was also in that course and I studied it very well. There is nothing to improve about the course. The surroundings and people were also good, and the environment was also very energetic. Our campus was also too good and people there were in a fun mood. Reviewed on 3 Nov 2023 Read More A Anonymous B.Tech. in Chemical Engineering - Batch of 2027 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely happy with the college and good placements are offered. Placements : The average package stood at INR 22–24 per annum. There were 562 students who received packages above INR 16 LPA in total, and overall, the placement percentage at our college has been around 89%. Till now, 1491 students out of 1648 have been placed in various MNCs during 2023. Over 1500 jobs were offered, and 25 students got packages worth INR 1 crore. Infrastructure : Everything was very satisfactory according to the level of the college. Entering this college and getting knowledge is not easy, but if you do work hard , you may benefit from this college in any way. The atmosphere of the college is very satisfying and lets you live your happy student life. Faculty : Faculty of the college were also good; the knowledge and teaching they have are very good regarding the subjects, and labs and workshops at the college are so satisfying, and you may have a good practical from them with other colleges, and students are very friendly towards the students, such that they will easily find out the needs of each and every student. Other : The one who enters the college may enjoy their life by studying and living a life.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-08-08,,,,false,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 3 Nov 2023 Read More A Anonymous B.Tech. in Chemical Engineering - Batch of 2027 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely happy with the college and good placements are offered. Placements : The average package stood at INR 22–24 per annum. There were 562 students who received packages above INR 16 LPA in total, and overall, the placement percentage at our college has been around 89%. Till now, 1491 students out of 1648 have been placed in various MNCs during 2023. Over 1500 jobs were offered, and 25 students got packages worth INR 1 crore. Infrastructure : Everything was very satisfactory according to the level of the college. Entering this college and getting knowledge is not easy, but if you do work hard , you may benefit from this college in any way. The atmosphere of the college is very satisfying and lets you live your happy student life. Faculty : Faculty of the college were also good; the knowledge and teaching they have are very good regarding the subjects, and labs and workshops at the college are so satisfying, and you may have a good practical from them with other colleges, and students are very friendly towards the students, such that they will easily find out the needs of each and every student. Other : The one who enters the college may enjoy their life by studying and living a life. Reviewed on 8 Aug 2023 Read More A Anonymous B.Tech. in Computer Science and Engineering - Batch of 2024 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT BOMBAY is the best . There are many placements , internships and many more. Placements : Approx 87% percent students placed. The highest package is 52lakh per anum. And the lowest package is 15lakh per anum. The top recuruiting companies are Microsoft, Linkdin, Nasa. Arround 49percent students got internship from the famous companies like Nasa Infrastructure : The facilities and infrastructure which are available for our course/department like 5g fast WiFi, Fully AC classrooms and Library. All equipments required are available in the lab. In the Mess the food is good but some times it gives so bad food. There are 24×7 medical facilities are available. Faculty : There are so much perfecf teachers, all the teachers are in there respective subjects. Yes this course curriculum is relevant. And it makes the students industry ready. The difficulty of the semsester is average. The average percentage of passing students is around 89%. Other : No information","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-08-01,,,,false,5.0,4.0,5.0,4.0,5.0,,,5.00,overall,good,"Reviewed on 8 Aug 2023 Read More A Anonymous B.Tech. in Computer Science and Engineering - Batch of 2024 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT BOMBAY is the best . There are many placements , internships and many more. Placements : Approx 87% percent students placed. The highest package is 52lakh per anum. And the lowest package is 15lakh per anum. The top recuruiting companies are Microsoft, Linkdin, Nasa. Arround 49percent students got internship from the famous companies like Nasa Infrastructure : The facilities and infrastructure which are available for our course/department like 5g fast WiFi, Fully AC classrooms and Library. All equipments required are available in the lab. In the Mess the food is good but some times it gives so bad food. There are 24×7 medical facilities are available. Faculty : There are so much perfecf teachers, all the teachers are in there respective subjects. Yes this course curriculum is relevant. And it makes the students industry ready. The difficulty of the semsester is average. The average percentage of passing students is around 89%. Other : No information Reviewed on 1 Aug 2023 Read More D Darshan Kangane B.Tech. in Computer Science and Engineering - Batch of 2020 4.6 5 Placements 4 Infrastructure 5 Faculty 4 Crowd &amp; Campus Life 5 Value for Money I thing one of the best campus all over the India, the campus spreaded all over the tree. Placements : 1) One of the best batch I get, almost 98% student placed in top companies. 2)The highest package of IIT Bombay was 78 LPA and average package was 20 LPA. 3)For the CS course the top companies was Microsoft, Infosis, and many more IT companies. 4) The top roles are given to every budy to make the best project. Infrastructure : The Best part of college was the infrastructure and the nature of beauty. There are CCTV all around the campus, Wi-Fi, etc. The best thing is food, sports facilities. I think one of the best Mess I had taste. Every Sunday you get what you want to eat. Faculty : I think one of the best teaching and knowledgeable facility are there in IIT. There are some courses that you should study hard but not that much. You should study hard for your dream company to achieve best package. My course was not so difficult but there is very competition to get best package. Other : I had choose this course because my interest is in computer sector. The best thing is Fest and festival celebration in campus.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-07-18,,,,false,4.6,5.0,4.0,4.0,3.0,,,4.60,overall,good,"Reviewed on 1 Aug 2023 Read More D Darshan Kangane B.Tech. in Computer Science and Engineering - Batch of 2020 4.6 5 Placements 4 Infrastructure 5 Faculty 4 Crowd &amp; Campus Life 5 Value for Money I thing one of the best campus all over the India, the campus spreaded all over the tree. Placements : 1) One of the best batch I get, almost 98% student placed in top companies. 2)The highest package of IIT Bombay was 78 LPA and average package was 20 LPA. 3)For the CS course the top companies was Microsoft, Infosis, and many more IT companies. 4) The top roles are given to every budy to make the best project. Infrastructure : The Best part of college was the infrastructure and the nature of beauty. There are CCTV all around the campus, Wi-Fi, etc. The best thing is food, sports facilities. I think one of the best Mess I had taste. Every Sunday you get what you want to eat. Faculty : I think one of the best teaching and knowledgeable facility are there in IIT. There are some courses that you should study hard but not that much. You should study hard for your dream company to achieve best package. My course was not so difficult but there is very competition to get best package. Other : I had choose this course because my interest is in computer sector. The best thing is Fest and festival celebration in campus. Reviewed on 18 Jul 2023 Read More S Sankar yadav B.Tech. in Civil Engineering - Batch of 2022 4 4 Placements 5 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 3 Value for Money It is an excellent place for studying with high-quality teachers. Placements : In our college, almost 70% of students got placed in our course. The highest salary package offered was 10 LPA and the lowest salary package offered was 2 LPA. Top recruiting companies like HCL, Wipro, TCS, Tech Mahindra, etc., visited our campus. Almost 70% of students got internships at TCS, HCL, Tech Mahindra, etc. The top role offered was Chief Operating Officer in our course. Infrastructure : IIT Mumbai Central Library was user-focused, innovative, and excellence-driven. Almost 2,40,101 books and 1,18,925 journals were available in the library. Chemistry lab, electrical lab, and mechanical lab were available. The hostel was not good. Faculty : Our teachers were well-qualified and knowledgeable. The teaching quality was excellent. Our college gave a better world to students. Semester exams were difficult. The papers were generally set to test your understanding, not how much you could mug up.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-06-19,,,,false,4.0,5.0,5.0,5.0,4.0,,,4.00,overall,good,"Reviewed on 18 Jul 2023 Read More S Sankar yadav B.Tech. in Civil Engineering - Batch of 2022 4 4 Placements 5 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 3 Value for Money It is an excellent place for studying with high-quality teachers. Placements : In our college, almost 70% of students got placed in our course. The highest salary package offered was 10 LPA and the lowest salary package offered was 2 LPA. Top recruiting companies like HCL, Wipro, TCS, Tech Mahindra, etc., visited our campus. Almost 70% of students got internships at TCS, HCL, Tech Mahindra, etc. The top role offered was Chief Operating Officer in our course. Infrastructure : IIT Mumbai Central Library was user-focused, innovative, and excellence-driven. Almost 2,40,101 books and 1,18,925 journals were available in the library. Chemistry lab, electrical lab, and mechanical lab were available. The hostel was not good. Faculty : Our teachers were well-qualified and knowledgeable. The teaching quality was excellent. Our college gave a better world to students. Semester exams were difficult. The papers were generally set to test your understanding, not how much you could mug up. Reviewed on 19 Jun 2023 Read More S Sahil chandaliya B.Tech. in Mechanical Engineering - Batch of 2019 4.8 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money It is an excellent course and college. Placements : There were a lot of students in the course. The highest salary package offered was 3 LPA and the lowest salary package offered was 1 LPA. Top recruiting companies like Wipro, Infosys, TCS, etc., visited our campus. Almost 80% of students got internships. Top roles offered were software engineer, app developer, mechanical engineer, CEO, and director. Infrastructure : Our college provided good infrastructure. Labs were available. There were advanced machines and new devices. The quality of the food in the canteen was good. Medical facilities were available. Sports and games were excellent. Faculty : The teaching quality was good. Our teachers were excellent and knowledgeable. Semester exams were difficult. The pass percentage was 100%. Other : I chose this course because it provides a high-salary job. The best thing about this course was that you gained knowledge about cities. I wish they would have virtual activities. Events were good. The campus crowd was friendly. Wi-Fi was available. The campus surroundings were peaceful. Scholarships were available. Extracurricular activities were held.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2023-05-26,,,,false,4.8,4.0,3.0,4.0,4.0,,,4.80,overall,good,"Reviewed on 19 Jun 2023 Read More S Sahil chandaliya B.Tech. in Mechanical Engineering - Batch of 2019 4.8 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money It is an excellent course and college. Placements : There were a lot of students in the course. The highest salary package offered was 3 LPA and the lowest salary package offered was 1 LPA. Top recruiting companies like Wipro, Infosys, TCS, etc., visited our campus. Almost 80% of students got internships. Top roles offered were software engineer, app developer, mechanical engineer, CEO, and director. Infrastructure : Our college provided good infrastructure. Labs were available. There were advanced machines and new devices. The quality of the food in the canteen was good. Medical facilities were available. Sports and games were excellent. Faculty : The teaching quality was good. Our teachers were excellent and knowledgeable. Semester exams were difficult. The pass percentage was 100%. Other : I chose this course because it provides a high-salary job. The best thing about this course was that you gained knowledge about cities. I wish they would have virtual activities. Events were good. The campus crowd was friendly. Wi-Fi was available. The campus surroundings were peaceful. Scholarships were available. Extracurricular activities were held. Reviewed on 26 May 2023 Read More S Suraj kumar B.Tech. in Computer Science and Engineering - Batch of 2027 3.8 4 Placements 4 Infrastructure 3 Faculty 4 Crowd &amp; Campus Life 4 Value for Money The college has a good campus. I am fully satisfied with it. Placements : The maximum number of students get placed at an average package of INR 20–25 lakhs. The highest package in my batch is about INR 75 lakhs, and the lowest package is about INR 5 lakhs. The top recruiting companies for my course are Microsoft, Samsung, etc. About 65 percent of the students in my batch got internships at Microsoft, 20 percent at Samsung, 10 percent at Nokia, and the rest at various other companies. Overall, 99 percent of the students got internships. Infrastructure : The infrastructure of my college is too good. It has a large campus where many activities would be done by students. There is a large lecture hall with a high capacity of students and good-quality classrooms. Mess food is also tasty, and our hostel will always be clean. Faculty : Teachers are well qualified, no doubt, and they have great skills for teaching. Students in the industry also get ready, and students get well-rounded knowledge from here. They are talented because of the activities on campus. The semester exam is quite hard, but if prepared well , it will be moderate. Other : I chose this course because I have had an interest in it since childhood and have always wanted to be a software developer. More practicals will improve my course. On this campus, fests are organized, and we enjoy them a lot. Too many extracurricular activities are also done, and almost all students participate in it.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities16.html"
