ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
a blank,2,4.125,82.5
sometimes by,2,4.125,82.5
might cry,2,4.125,82.5
remains that,2,4.125,82.5
i possess,2,4.125,82.5
with lnmiit,2,4.125,82.5
years lnmiit,2,4.125,82.5
understanding i,2,4.125,82.5
of ourselves,2,4.125,82.5
the creative,2,4.125,82.5
neither will,2,4.125,82.5
internet i,2,4.125,82.5
never complacent,2,4.125,82.5
which graduated,2,4.125,82.5
never publicizes,2,4.125,82.5
more recognition,2,4.125,82.5
institute never,2,4.125,82.5
fact remains,2,4.125,82.5
lists people,2,4.125,82.5
share my,2,4.125,82.5
lnmiitian sometimes,2,4.125,82.5
graduated recently,2,4.125,82.5
somebody they,2,4.125,82.5
blank canvas,2,4.125,82.5
i generate,2,4.125,82.5
madras among,2,4.125,82.5
felt about,2,4.125,82.5
deserves more,2,4.125,82.5
the milieu,2,4.125,82.5
the recognition,2,4.125,82.5
start something,2,4.125,82.5
identify lnmiitian,2,4.125,82.5
recently i,2,4.125,82.5
cry about,2,4.125,82.5
lnmiitian and,2,4.125,82.5
ideas i,2,4.125,82.5
is hardly,2,4.125,82.5
face and,2,4.125,82.5
you forever,2,4.125,82.5
seen a,2,4.125,82.5
and trust,2,4.125,82.5
and deserves,2,4.125,82.5
much underrated,2,4.125,82.5
forever so,2,4.125,82.5
watch lists,2,4.125,82.5
extremely beautiful,2,4.125,82.5
canvas and,2,4.125,82.5
changes you,2,4.125,82.5
the era,2,4.125,82.5
mainstream media,2,4.125,82.5
who studies,2,4.125,82.5
now better,2,4.125,82.5
new were,2,4.125,82.5
people apply,2,4.125,82.5
my mba,2,4.125,82.5
they came,2,4.125,82.5
publicizes itself,2,4.125,82.5
hardly felt,2,4.125,82.5
campus located,2,4.125,82.5
education colleges,2,4.125,82.5
was striving,2,4.125,82.5
that changes,2,4.125,82.5
knew who,2,4.125,82.5
creative ideas,2,4.125,82.5
being lnmiitian,2,4.125,82.5
are surprised,2,4.125,82.5
improve at,2,4.125,82.5
were served,2,4.125,82.5
now getting,2,4.125,82.5
colleges hence,2,4.125,82.5
brand and,2,4.125,82.5
lemons they,2,4.125,82.5
samria master,2,4.125,82.5
endless i,2,4.125,82.5
surprised with,2,4.125,82.5
lnmiit did,2,4.125,82.5
completely unique,2,4.125,82.5
it deserves,2,4.125,82.5
jaipur neither,2,4.125,82.5
the lemons,2,4.125,82.5
working at,4,4.213,84.2
unique during,2,4.125,82.5
aravalli hills,2,4.125,82.5
hence everyone,2,4.125,82.5
lemonade out,2,4.125,82.5
hills of,2,4.125,82.5
very moment,2,4.125,82.5
the mainstream,2,4.125,82.5
records it,2,4.125,82.5
moment they,2,4.125,82.5
the feeling,2,4.125,82.5
as happens,2,4.125,82.5
their face,2,4.125,82.5
via somebody,2,4.125,82.5
complacent of,2,4.125,82.5
about lnmiit,2,4.125,82.5
lnmiit is,2,4.125,82.5
making lemonade,2,4.125,82.5
a abhijith,2,4.600,92.0
maximum options,2,4.600,92.0
am an,2,4.600,92.0
directly useful,2,4.600,92.0
both campus,2,4.600,92.0
on games,2,4.600,92.0
has above,2,4.600,92.0
sports canteen,2,4.600,92.0
and managers,2,4.600,92.0
level closer,2,4.600,92.0
to ceo,2,4.600,92.0
opinion on,2,4.600,92.0
average difficulty,2,4.600,92.0
mess etc,4,4.650,93.0
overqualified teachers,2,4.600,92.0
in details,2,4.600,92.0
abhijith b,2,4.600,92.0
were into,2,4.600,92.0
exam has,2,4.600,92.0
allocate the,2,4.500,90.0
glimpse iit,2,4.500,90.0
having new,2,4.500,90.0
having indoor,2,4.500,90.0
teach make,2,4.500,90.0
and procter,2,4.500,90.0
at clarifying,2,4.500,90.0
swaranmukhi which,2,4.500,90.0
boys they,2,4.500,90.0
no cost,2,4.500,90.0
menu based,2,4.500,90.0
active with,2,4.500,90.0
madras nirf,2,4.500,90.0
has wonderful,2,4.500,90.0
shuttle courts,2,4.500,90.0
freshmen girls,2,4.500,90.0
habits in,2,4.500,90.0
south vegetarian,2,4.500,90.0
gamble infrastructure,2,4.500,90.0
before last,2,4.500,90.0
every menu,2,4.500,90.0
average before,2,4.500,90.0
at no,2,4.500,90.0
a checkup,2,4.500,90.0
specializations they,2,4.500,90.0
checkup at,2,4.500,90.0
per last,2,4.500,90.0
clarifying doubts,2,4.500,90.0
food habits,2,4.500,90.0
girls swaranmukhi,2,4.500,90.0
increase last,2,4.500,90.0
will allocate,2,4.500,90.0
deloitte actually,2,4.500,90.0
teaching classrooms,2,4.500,90.0
lpa key,2,4.500,90.0
hospital nearby,2,4.500,90.0
indoor shuttle,2,4.500,90.0
instruments jp,2,4.500,90.0
gpa in,3,4.600,92.0
nirf skills,2,4.500,90.0
there masters,2,4.500,90.0
innovation placements,2,4.500,90.0
ll do,2,4.500,90.0
around gpa,2,4.500,90.0
nearby where,2,4.500,90.0
actually there,2,4.500,90.0
feel interested,2,4.500,90.0
chase adobe,2,4.500,90.0
many major,2,4.500,90.0
doubts all,2,4.500,90.0
their specializations,2,4.500,90.0
include many,2,4.500,90.0
ssemster exams,2,4.500,90.0
a on,2,4.500,90.0
and deloitte,4,4.350,87.0
freshmen boys,2,4.500,90.0
mandakini and,2,4.500,90.0
for freshmen,2,4.500,90.0
subject ssemster,2,4.500,90.0
food covers,2,4.500,90.0
nathi b,2,4.400,88.0
cupboards indoor,2,4.400,88.0
saarang the,4,4.450,89.0
coaster at,2,4.400,88.0
explore civil,2,4.400,88.0
courses begin,2,4.400,88.0
you prefer,2,4.400,88.0
mess similarly,2,4.400,88.0
t aesec,2,4.400,88.0
wise courses,2,4.400,88.0
make new,2,4.400,88.0
luxury rooms,2,4.400,88.0
autodesk and,2,4.400,88.0
civil this,2,4.400,88.0
prefer so,2,4.400,88.0
aesec autodesk,2,4.400,88.0
building my,2,4.400,88.0
courts gym,2,4.400,88.0
mid semesters,2,4.400,88.0
agasthya nathi,2,4.400,88.0
career events,2,4.400,88.0
others students,2,4.400,88.0
onwards branch,2,4.400,88.0
including cupboards,2,4.400,88.0
have luxury,2,4.400,88.0
with saarang,2,4.400,88.0
similarly we,2,4.400,88.0
yet infrastructure,2,4.400,88.0
changing roller,2,4.400,88.0
a agasthya,2,4.400,88.0
iitm placements,6,4.600,92.0
new connections,2,4.400,88.0
games indoor,2,4.400,88.0
access wi,2,4.100,82.0
wipro ola,2,4.100,82.0
join to,2,4.100,82.0
provides projects,2,4.100,82.0
g wipro,2,4.100,82.0
battery innovation,2,4.100,82.0
to set,4,4.500,90.0
includes assignments,2,4.100,82.0
are p,4,4.400,88.0
outer or,2,4.100,82.0
trainee cell,2,4.100,82.0
center r,2,4.100,82.0
trainee graduate,2,4.100,82.0
d management,2,4.100,82.0
find like,2,4.100,82.0
helpful knowledge,2,4.100,82.0
bad top,2,4.100,82.0
ola etc,2,4.100,82.0
research students,4,4.550,91.0
por which,2,4.100,82.0
innovation center,2,4.100,82.0
up outer,2,4.100,82.0
defined structure,2,4.100,82.0
was bad,2,4.100,82.0
who approach,2,4.100,82.0
buildings most,2,4.100,82.0
acs except,2,4.100,82.0
and battery,2,4.100,82.0
s crowd,2,4.100,82.0
few there,2,4.100,82.0
absolutely outstanding,2,4.100,82.0
machines that,2,4.100,82.0
classes properly,4,4.300,86.0
responsibility por,2,4.100,82.0
interests faculty,2,4.100,82.0
are lab,2,4.100,82.0
design trainee,2,4.100,82.0
outstanding crowd,2,4.100,82.0
year first,2,4.200,84.0
makes many,2,4.200,84.0
lpa up,2,4.200,84.0
language in,2,4.200,84.0
library besides,2,4.200,84.0
this mess,2,4.200,84.0
pavan b,2,4.200,84.0
even use,2,4.200,84.0
connection classrooms,2,4.200,84.0
local language,2,4.200,84.0
use local,2,4.200,84.0
arena are,2,4.200,84.0
getting moderate,2,4.200,84.0
ambulance services,4,4.200,84.0
aid is,2,4.200,84.0
simply excellent,2,4.200,84.0
moderate placements,2,4.200,84.0
towards creating,2,4.800,96.0
clean each,2,4.800,96.0
cots for,2,4.800,96.0
pavan jasta,2,4.800,96.0
every sem,2,4.800,96.0
ventures internships,2,4.800,96.0
saraang is,2,4.800,96.0
have floors,2,4.800,96.0
achievements this,2,4.800,96.0
stipend every,2,4.800,96.0
so advanced,2,4.800,96.0
has cupboards,2,4.800,96.0
desks with,2,4.800,96.0
do visits,2,4.800,96.0
own ventures,2,4.800,96.0
lpa remaining,2,4.800,96.0
view with,2,4.800,96.0
holding the,2,4.800,96.0
programme many,2,4.800,96.0
light each,2,4.800,96.0
computer branch,2,4.800,96.0
a teach,2,4.800,96.0
cupboards two,2,4.800,96.0
and saraang,2,4.800,96.0
wide nature,2,4.800,96.0
each cots,2,4.800,96.0
members around,2,4.800,96.0
jasta b,2,4.800,96.0
advanced library,2,4.800,96.0
namely shastra,2,4.800,96.0
sem infrastructure,2,4.800,96.0
exams academics,2,4.800,96.0
nature view,2,4.800,96.0
madras buildings,2,4.800,96.0
with light,2,4.800,96.0
devices for,2,4.800,96.0
students grab,2,4.800,96.0
placement programme,2,4.800,96.0
stocked books,2,4.800,96.0
shastra us,2,4.800,96.0
shastra and,8,4.725,94.5
and holding,2,4.800,96.0
computer devices,2,4.800,96.0
students trends,2,4.800,96.0
other exams,2,4.800,96.0
visits our,4,4.650,93.0
college shastra,2,4.800,96.0
two desks,2,4.800,96.0
time fests,2,4.700,94.0
spends time,2,4.700,94.0
saarang technical,2,4.700,94.0
would improve,2,4.700,94.0
where everybody,2,4.700,94.0
like nanotechnology,2,4.700,94.0
thermodynamics and,2,4.700,94.0
very neatly,2,4.700,94.0
cultural so,2,4.700,94.0
learning design,2,4.700,94.0
importance is,2,4.700,94.0
answer them,2,4.700,94.0
robotics machine,2,4.700,94.0
are shaastra,2,4.700,94.0
nearly everybody,2,4.700,94.0
tricky proper,2,4.700,94.0
are tricky,2,4.700,94.0
year ug,2,4.700,94.0
personally course,2,4.700,94.0
crores i,2,4.700,94.0
and spends,2,4.700,94.0
knowledge placement,2,4.700,94.0
vast roles,2,4.700,94.0
have economic,2,4.700,94.0
everywhere except,2,4.700,94.0
nanotechnology robotics,2,4.700,94.0
everybody interacts,2,4.700,94.0
interacts with,2,4.700,94.0
weekend where,2,4.700,94.0
graduation professors,2,4.700,94.0
but according,4,4.600,92.0
everybody will,2,4.700,94.0
am actually,2,4.700,94.0
their individual,2,4.700,94.0
economic problems,2,4.700,94.0
mechanics so,2,4.700,94.0
th especially,2,4.700,94.0
much importance,2,4.700,94.0
places but,2,4.700,94.0
in thermodynamics,2,4.700,94.0
even medicine,2,4.200,84.0
developer consultant,2,4.200,84.0
cea civil,2,4.200,84.0
games inter,2,4.200,84.0
trained phds,2,4.200,84.0
detail before,2,4.200,84.0
survive placements,2,4.200,84.0
gaming clubs,2,4.200,84.0
faculty guaranteed,2,4.200,84.0
hospital costs,2,4.200,84.0
consultant data,2,4.200,84.0
iit every,2,4.200,84.0
year question,2,4.200,84.0
were flipkart,2,4.200,84.0
april when,2,4.200,84.0
iits teaching,2,4.200,84.0
shaastra are,6,4.500,90.0
starts exams,2,4.200,84.0
there facilities,2,4.200,84.0
is availability,2,4.200,84.0
when a,2,4.200,84.0
room food,2,4.200,84.0
engineering association,2,4.200,84.0
association fest,2,4.200,84.0
the cea,2,4.200,84.0
building sciences,2,4.200,84.0
google l,2,4.200,84.0
cameras and,2,4.200,84.0
of ambulance,2,4.200,84.0
block with,2,4.200,84.0
of gaming,2,4.200,84.0
sciences block,2,4.200,84.0
services games,2,4.200,84.0
costs are,2,4.200,84.0
mostly ask,2,4.200,84.0
were north,2,4.100,82.0
south dominant,2,4.100,82.0
etc at,2,4.100,82.0
ai quant,2,4.100,82.0
dominant they,2,4.100,82.0
amus with,2,4.100,82.0
a programme,4,4.550,91.0
crowd goes,2,4.100,82.0
named iddd,2,4.100,82.0
on relatively,2,4.100,82.0
also south,2,4.100,82.0
researchers scholars,2,4.100,82.0
change my,2,4.100,82.0
ethics placements,2,4.100,82.0
january but,2,4.100,82.0
shaastra is,10,4.600,92.0
even k,2,4.100,82.0
iddd where,2,4.100,82.0
teaching festival,2,4.100,82.0
street optiver,4,4.300,86.0
in product,2,4.100,82.0
science robotics,2,4.100,82.0
stanford some,2,4.100,82.0
ml consultant,2,4.100,82.0
provide amus,2,4.100,82.0
quant technical,2,4.100,82.0
get roles,2,4.100,82.0
mess whatever,2,4.100,82.0
was sad,2,4.100,82.0
my mechanical,2,4.100,82.0
optiver etc,2,4.100,82.0
slow but,2,4.100,82.0
connections but,2,4.100,82.0
development ai,2,4.100,82.0
core we,2,4.100,82.0
shaastra shaastra,2,4.100,82.0
indian mess,4,4.450,89.0
technical ai,2,4.100,82.0
finance quant,2,4.100,82.0
high grading,2,4.100,82.0
cultural ethics,2,4.100,82.0
grades were,2,4.100,82.0
internships they,2,4.100,82.0
average cse,2,4.100,82.0
not open,2,4.100,82.0
quant etc,2,4.100,82.0
conduct saarang,2,4.100,82.0
easily read,2,4.300,86.0
so kind,2,4.300,86.0
approximately everyone,2,4.300,86.0
help i,2,4.300,86.0
at maruti,2,4.300,86.0
you handwritten,2,4.300,86.0
out about,2,4.300,86.0
become part,2,4.300,86.0
enjoyed myself,2,4.300,86.0
suzuki the,2,4.300,86.0
need help,2,4.300,86.0
here got,2,4.300,86.0
supportive here,2,4.300,86.0
chennai i,2,4.300,86.0
handwritten notes,2,4.300,86.0
definitely suggest,2,4.300,86.0
moment when,2,4.300,86.0
money way,2,4.500,90.0
paper standards,2,4.500,90.0
are grown,2,4.500,90.0
required books,4,4.450,89.0
college well,2,4.500,90.0
true amazing,2,4.500,90.0
present a,2,4.500,90.0
passed every,2,4.500,90.0
are skilled,2,4.500,90.0
textbooks the,2,4.500,90.0
write if,2,4.500,90.0
grown they,2,4.500,90.0
read textbooks,2,4.500,90.0
textbooks other,2,4.700,94.0
air is,2,4.700,94.0
adequate enough,2,4.700,94.0
banoth integrated,2,4.700,94.0
easier way,2,4.700,94.0
omkar banoth,2,4.700,94.0
designing new,2,4.700,94.0
is ease,2,4.700,94.0
o omkar,2,4.700,94.0
companies designing,2,4.700,94.0
in detailed,2,4.700,94.0
analytical way,2,4.700,94.0
writing from,2,4.700,94.0
amazon bajaj,2,4.700,94.0
new organs,2,4.700,94.0
by full,2,4.700,94.0
instute of,2,4.700,94.0
really skilled,2,4.700,94.0
course internships,2,4.700,94.0
from textbooks,2,4.700,94.0
indian instute,2,4.700,94.0
the fresh,2,4.700,94.0
ease to,2,4.700,94.0
in easier,2,4.700,94.0
events took,2,4.700,94.0
auto reliance,2,4.700,94.0
organs are,2,4.700,94.0
atmosphere faculty,2,4.600,92.0
infrastructure games,2,4.600,92.0
m mounika,2,4.600,92.0
holders other,2,4.600,92.0
january which,2,4.600,92.0
celebrates the,2,4.600,92.0
mounika sri,2,4.600,92.0
saarang during,2,4.600,92.0
during january,5,4.600,92.0
sri integrated,2,4.600,92.0
are engineer,2,4.600,92.0
us during,4,4.300,86.0
hostel many,2,4.600,92.0
in p,2,4.600,92.0
timetable is,2,4.600,92.0
practical exams,2,4.600,92.0
microsoft almost,2,4.600,92.0
flexible other,4,4.500,90.0
j jaabili,2,4.600,92.0
reddy laboratory,2,4.600,92.0
in petroleum,2,4.600,92.0
jaabili sri,2,4.600,92.0
street google,2,4.600,92.0
laboratory top,2,4.600,92.0
and dr,2,4.600,92.0
nandamuri b,2,4.600,92.0
sri nandamuri,2,4.600,92.0
pharmaceuticals infrastructure,2,4.600,92.0
petroleum industries,2,4.600,92.0
abhishek bardhan,2,4.600,92.0
averagely difficult,2,4.600,92.0
sometimes professor,2,4.600,92.0
cs but,2,4.600,92.0
it somewhat,2,4.600,92.0
my marks,2,4.600,92.0
difficult sometimes,2,4.600,92.0
trying off,2,4.600,92.0
got chemical,2,4.600,92.0
somewhat easier,2,4.600,92.0
labs clubs,2,4.600,92.0
professor makes,6,4.667,93.3
branch to,4,4.750,95.0
which of,2,4.600,92.0
tv gym,2,4.600,92.0
bardhan b,2,4.600,92.0
operated by,2,4.600,92.0
was willing,2,4.600,92.0
are operated,2,4.600,92.0
gym wi,2,4.600,92.0
letters many,2,4.100,82.0
good washing,2,4.100,82.0
library timings,2,4.100,82.0
is peaceful,2,4.100,82.0
machine facilities,2,4.100,82.0
with knowledge,2,4.100,82.0
training on,2,4.100,82.0
coaches they,2,4.100,82.0
provide training,2,4.100,82.0
green placements,2,4.100,82.0
sports coaches,2,4.100,82.0
neat every,2,4.100,82.0
play each,2,4.100,82.0
knowledge events,2,4.100,82.0
government opportunities,2,3.600,72.0
ground food,2,3.600,72.0
well their,2,3.600,72.0
t thokala,2,3.600,72.0
choices and,2,3.600,72.0
my percentile,2,3.600,72.0
showers etc,2,3.600,72.0
provides sufficient,2,3.600,72.0
sarika b,2,3.600,72.0
provides geysers,2,3.600,72.0
their interaction,2,3.600,72.0
geysers showers,2,3.600,72.0
classrooms will,2,3.600,72.0
tata l,2,3.600,72.0
arrange teaching,2,3.600,72.0
etc extra,2,3.600,72.0
opened during,2,3.600,72.0
thokala sarika,2,3.600,72.0
extra classrooms,2,3.600,72.0
classroom might,2,4.200,84.0
not cover,2,4.200,84.0
the more,2,4.200,84.0
academia corporate,2,4.200,84.0
cons as,2,4.200,84.0
course enabled,2,4.200,84.0
your undergrad,2,4.200,84.0
averaged out,2,4.200,84.0
singh chauhan,4,4.350,87.0
this dept,2,4.200,84.0
will probably,2,4.200,84.0
intended for,2,4.200,84.0
to west,2,4.200,84.0
averaging out,2,4.200,84.0
learning something,2,4.200,84.0
hence sometimes,2,4.200,84.0
onwards cot,2,4.200,84.0
core academics,2,4.200,84.0
via an,2,4.200,84.0
a serious,2,4.200,84.0
match in,2,4.200,84.0
options ranging,2,4.200,84.0
cot table,2,4.200,84.0
majorly from,2,4.200,84.0
infrastructure though,2,4.200,84.0
exceptions but,2,4.200,84.0
or linkedin,2,4.200,84.0
most fierce,2,4.200,84.0
really be,2,4.200,84.0
commonly ask,2,4.200,84.0
management materials,2,4.200,84.0
ones which,2,4.200,84.0
remaining roles,2,4.200,84.0
hostels or,2,4.200,84.0
well off,2,4.200,84.0
oldest at,2,4.200,84.0
analyst growth,2,4.200,84.0
few cons,2,4.200,84.0
hence did,2,4.200,84.0
as way,2,4.200,84.0
facilities x,2,4.200,84.0
science roles,2,4.200,84.0
name badminton,2,4.200,84.0
this alum,2,4.200,84.0
were startups,2,4.200,84.0
maintained gyms,2,4.200,84.0
it academia,2,4.200,84.0
least offer,2,4.200,84.0
total were,2,4.200,84.0
dept here,2,4.200,84.0
madras real,2,4.200,84.0
indian firms,2,4.200,84.0
develop here,2,4.200,84.0
core business,2,4.200,84.0
standards playground,2,4.200,84.0
time apart,2,4.200,84.0
convert into,2,4.200,84.0
startups core,2,4.200,84.0
a pointer,2,4.200,84.0
civil placements,2,4.200,84.0
firm sector,2,4.200,84.0
cupboard washroom,2,4.200,84.0
globe majorly,2,4.200,84.0
cover these,2,4.200,84.0
enabled me,2,4.200,84.0
the breakup,2,4.200,84.0
email or,2,4.200,84.0
west india,2,4.200,84.0
official placements,2,4.200,84.0
shapoorji the,2,4.200,84.0
matter in,2,4.200,84.0
few exceptions,2,4.200,84.0
strategy data,2,4.200,84.0
here hence,2,4.200,84.0
own networks,2,4.200,84.0
be chosen,4,4.350,87.0
the network,2,4.200,84.0
probably all,2,4.200,84.0
software this,2,4.200,84.0
almost mostly,2,4.200,84.0
real gem,2,4.200,84.0
and tried,2,4.200,84.0
well do,2,4.200,84.0
said there,2,4.200,84.0
a flexibility,2,4.200,84.0
washroom and,2,4.200,84.0
probably find,2,4.200,84.0
and east,2,4.200,84.0
following pros,2,4.200,84.0
they tend,2,4.200,84.0
into roles,2,4.200,84.0
us of,2,4.200,84.0
madras this,2,4.200,84.0
sarvesh singh,2,4.200,84.0
address only,2,4.200,84.0
breakup of,2,4.200,84.0
fees but,2,4.200,84.0
desired firm,2,4.200,84.0
e b,2,4.200,84.0
either non,2,4.200,84.0
science such,2,4.200,84.0
staff included,2,4.200,84.0
undergrad study,2,4.200,84.0
package averaged,2,4.200,84.0
student residential,2,4.200,84.0
would commonly,2,4.200,84.0
universities all,2,4.200,84.0
these too,2,4.200,84.0
usually single,2,4.200,84.0
a stalwart,2,4.200,84.0
hostel gymkhana,2,4.200,84.0
topic taught,2,4.200,84.0
bathroom are,2,4.200,84.0
in efforts,2,4.200,84.0
a later,2,4.200,84.0
playground decent,2,4.200,84.0
off course,2,4.200,84.0
fierce competition,2,4.200,84.0
but practically,2,4.200,84.0
linkedin message,2,4.200,84.0
common building,2,4.200,84.0
later point,2,4.200,84.0
in probably,2,4.200,84.0
base in,2,4.200,84.0
actually learning,2,4.200,84.0
pros compared,2,4.200,84.0
who intended,2,4.200,84.0
networks most,2,4.200,84.0
high being,2,4.200,84.0
other passions,2,4.200,84.0
students wanted,2,4.200,84.0
queries hence,2,4.200,84.0
network you,2,4.200,84.0
pointer you,2,4.200,84.0
corporate government,2,4.200,84.0
being said,2,4.200,84.0
gem to,2,4.200,84.0
externally via,2,4.200,84.0
more related,2,4.200,84.0
highly renowned,2,4.200,84.0
oldest dept,2,4.200,84.0
convert offers,2,4.200,84.0
having olympic,2,4.200,84.0
gymkhana having,2,4.200,84.0
etc though,2,4.200,84.0
than usual,2,4.200,84.0
standard facilities,2,4.200,84.0
college usually,2,4.200,84.0
alum base,2,4.200,84.0
olympic standard,2,4.200,84.0
these they,2,4.200,84.0
chair room,2,4.200,84.0
strength was,2,4.200,84.0
most out,2,4.200,84.0
new here,2,4.200,84.0
modern stages,2,4.200,84.0
like window,2,4.200,84.0
hence opted,2,4.200,84.0
for in,2,4.200,84.0
message that,2,4.200,84.0
few indian,2,4.200,84.0
any sector,2,4.200,84.0
address all,2,4.200,84.0
some elective,2,4.200,84.0
out via,2,4.200,84.0
tried externally,2,4.200,84.0
single from,2,4.200,84.0
competition non,2,4.200,84.0
much have,2,4.200,84.0
could convert,2,4.200,84.0
of construction,2,4.200,84.0
you pretty,2,4.200,84.0
pg single,2,4.200,84.0
usual by,2,4.200,84.0
desire in,2,4.200,84.0
finance industry,2,4.200,84.0
be learning,2,4.200,84.0
from second,4,4.450,89.0
out at,2,4.200,84.0
stages in,2,4.200,84.0
window and,2,4.200,84.0
area roles,2,4.200,84.0
that align,2,4.200,84.0
business related,2,4.200,84.0
stalwart in,2,4.200,84.0
practically free,2,4.200,84.0
east to,2,4.200,84.0
analyst were,2,4.200,84.0
not attached,2,4.200,84.0
helping but,2,4.200,84.0
by l,2,4.200,84.0
south to,2,4.200,84.0
more free,2,4.200,84.0
received at,2,4.200,84.0
means those,2,4.200,84.0
serious shortage,2,4.200,84.0
and shapoorji,2,4.200,84.0
floors in,2,4.700,94.0
fans are,2,4.700,94.0
occurs between,2,4.700,94.0
needed wi,2,4.700,94.0
single students,2,4.700,94.0
communication gap,2,4.700,94.0
things seriously,2,4.700,94.0
caring seniors,2,4.700,94.0
a communication,2,4.700,94.0
members students,2,4.700,94.0
and caring,4,4.750,95.0
take things,2,4.700,94.0
placed only,2,4.700,94.0
resources opportunities,2,4.700,94.0
knowledgeable talented,2,4.700,94.0
help at,2,4.700,94.0
appreciate it,2,4.700,94.0
grade sometimes,2,4.700,94.0
calm our,2,4.700,94.0
juniors faculty,2,4.700,94.0
with juniors,2,4.700,94.0
good accessible,2,4.700,94.0
assist you,2,4.700,94.0
guaranteed one,2,4.700,94.0
gap occurs,2,4.700,94.0
properly there,2,4.700,94.0
years many,2,4.700,94.0
th grade,2,4.700,94.0
five floors,2,4.700,94.0
our head,2,4.700,94.0
department told,2,4.700,94.0
finest opportunities,2,4.700,94.0
point during,2,4.700,94.0
satyam b,2,4.700,94.0
hostels three,2,4.700,94.0
decide where,2,4.700,94.0
t seek,2,4.700,94.0
not responsible,2,4.700,94.0
course when,2,4.700,94.0
major problems,2,4.700,94.0
seek out,2,4.700,94.0
resources it,2,4.700,94.0
expect more,2,4.700,94.0
return to,2,4.700,94.0
will appreciate,2,4.700,94.0
room while,2,4.700,94.0
branch don,2,4.700,94.0
and five,2,4.700,94.0
quality resources,2,4.700,94.0
have acquired,4,4.700,94.0
manoj kumar,2,4.500,90.0
items we,2,4.500,90.0
aerospace technician,2,4.500,90.0
the fitness,2,4.500,90.0
correct knowledge,2,4.500,90.0
taught practically,2,4.500,90.0
the utmost,2,4.500,90.0
like north,2,4.500,90.0
technician cad,2,4.500,90.0
after contacting,4,4.550,91.0
from hul,2,4.500,90.0
fitness of,2,4.500,90.0
aviation companies,2,4.500,90.0
of due,2,4.500,90.0
hul isro,2,4.500,90.0
sports keeping,2,4.500,90.0
utmost importance,2,4.500,90.0
acquired vast,2,4.500,90.0
time according,2,4.500,90.0
cad technician,2,4.500,90.0
parshapu manoj,2,4.500,90.0
varieties like,2,4.500,90.0
considering all,2,4.500,90.0
engineer maintenance,2,4.500,90.0
technician design,2,4.500,90.0
cleanliness food,2,4.500,90.0
our aerospace,2,4.500,90.0
study through,2,4.500,90.0
drdo top,2,4.500,90.0
p parshapu,2,4.500,90.0
their lack,2,4.500,90.0
excellent updated,2,4.500,90.0
other aviation,2,4.500,90.0
college after,6,4.533,90.7
department events,2,4.500,90.0
are iso,4,4.550,91.0
f farseen,2,4.400,88.0
farseen m,2,4.400,88.0
our performance,2,4.400,88.0
best departments,2,4.400,88.0
grades depend,2,4.400,88.0
nirf our,2,4.400,88.0
wardrobes tables,2,4.400,88.0
elevators common,2,4.400,88.0
conduct two,2,4.400,88.0
the weightage,2,4.400,88.0
are staying,4,4.400,88.0
entrepreneurship top,2,4.400,88.0
tech our,2,4.400,88.0
assign assignments,2,4.400,88.0
teachers conduct,2,4.400,88.0
common restrooms,2,4.400,88.0
clean physics,2,4.400,88.0
hostels freshers,2,4.400,88.0
chairs wardrobes,2,4.400,88.0
hostel employs,2,4.400,88.0
our shaastra,2,4.400,88.0
machine wi,2,4.400,88.0
tables elevators,2,4.400,88.0
fi charging,2,4.400,88.0
employs cleaning,2,4.400,88.0
connectivity chairs,2,4.400,88.0
system grades,2,4.400,88.0
studying abroad,2,4.400,88.0
classrooms faculty,2,4.400,88.0
atmosphere teachers,2,4.400,88.0
and create,2,4.400,88.0
restrooms etc,2,4.400,88.0
they assign,2,4.400,88.0
institute our,2,4.400,88.0
implications the,2,4.700,94.0
touches lacs,2,4.700,94.0
electric sockets,2,4.700,94.0
such interviews,2,4.700,94.0
inr all,2,4.700,94.0
taught have,2,4.700,94.0
students tend,2,4.700,94.0
sockets for,2,4.700,94.0
speeds and,2,4.700,94.0
were briefly,2,4.700,94.0
extremely sufficient,2,4.700,94.0
although for,2,4.700,94.0
an orientation,2,4.700,94.0
orientation recently,2,4.700,94.0
projectors mics,2,4.700,94.0
mics electric,2,4.700,94.0
a cutoff,2,4.700,94.0
have real,2,4.700,94.0
supply which,2,4.700,94.0
high speeds,4,4.750,95.0
aayush malaviya,2,4.700,94.0
gives high,2,4.700,94.0
extremely quite,2,4.700,94.0
lan supply,2,4.700,94.0
successful mechanical,2,4.700,94.0
also extremely,2,4.700,94.0
shown the,2,4.700,94.0
towards making,2,4.700,94.0
studying as,2,4.700,94.0
briefly shown,2,4.700,94.0
cutoff cgpa,2,4.700,94.0
quite environment,2,4.700,94.0
usual work,2,4.700,94.0
stats for,2,4.700,94.0
aimed towards,2,4.700,94.0
for laptops,3,4.800,96.0
therefore most,2,4.700,94.0
sometimes find,2,4.700,94.0
students majority,2,4.700,94.0
them sometimes,2,4.700,94.0
usually touches,2,4.700,94.0
explain some,2,4.700,94.0
us successful,2,4.700,94.0
world implications,2,4.700,94.0
malaviya b,2,4.700,94.0
interviews there,2,4.700,94.0
muhemmed fahis,2,4.600,92.0
floor faculty,2,4.600,92.0
