ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
high packages google gives,2,4.800,96.0
are the biggest ones,2,4.800,96.0
iits are the colleges,2,4.800,96.0
is available at iit,2,4.800,96.0
computer labs are fully,2,4.800,96.0
they made me a,2,4.800,96.0
other according to my,4,4.550,91.0
and new the library,2,4.800,96.0
bombay other according to,2,4.800,96.0
which are well developed,2,4.800,96.0
in the curriculum all,2,4.800,96.0
that are needed to,4,4.800,96.0
college the computer labs,2,4.800,96.0
students got above crore,2,4.800,96.0
to get the best,22,4.555,91.1
is the best the,20,4.640,92.8
is up to the,17,4.718,94.4
library has an infinite,2,4.800,96.0
to the mark one,2,4.800,96.0
the library has an,6,4.633,92.7
very fond of teaching,2,4.800,96.0
awesome here infrastructure only,2,4.800,96.0
faculty as the college,2,4.800,96.0
teaching the students about,2,4.800,96.0
the college is ranked,2,4.800,96.0
tech giants visit here,2,4.800,96.0
the best the faculty,2,4.800,96.0
developed in india everything,2,4.800,96.0
ratio is up to,2,4.800,96.0
faculty is available at,2,4.800,96.0
the biggest tech giants,2,4.800,96.0
all sports facilities that,2,4.800,96.0
above the mark faculty,2,4.800,96.0
in india the best,6,4.633,92.7
up to the mark,64,4.557,91.1
is obviously the best,2,4.800,96.0
are the best engineering,4,4.650,93.0
in all the infrastructure,2,4.800,96.0
fee is high but,2,4.800,96.0
of the best engineering,31,4.587,91.7
and fine and we,2,4.800,96.0
can get the best,4,4.900,98.0
the computers function very,2,4.800,96.0
very well all other,2,4.800,96.0
enjoy a lot although,2,4.800,96.0
under by mhrd so,2,4.800,96.0
an infinite number of,2,4.800,96.0
me they made me,2,4.800,96.0
most of the biggest,2,4.800,96.0
very high packages google,2,4.800,96.0
also good with respect,2,4.800,96.0
and faculty is available,2,4.800,96.0
a good engineer who,2,4.800,96.0
all in all the,2,4.800,96.0
infrastructure only iits are,2,4.800,96.0
biggest ones in my,2,4.800,96.0
and above the mark,2,4.800,96.0
with time and all,2,4.800,96.0
to be fit and,2,4.800,96.0
engineer who can get,2,4.800,96.0
although the fee is,2,4.800,96.0
all the placements are,2,4.800,96.0
very clean and new,2,4.800,96.0
engineering colleges in india,28,4.529,90.6
is its placement the,2,4.800,96.0
get the best placement,4,4.600,92.0
respect to the prices,2,4.800,96.0
good engineer who can,2,4.800,96.0
the faculty always helped,2,4.800,96.0
google gives the highest,2,4.800,96.0
is the best evolves,2,4.800,96.0
best evolves with time,2,4.800,96.0
computers function very well,2,4.800,96.0
enough to be fit,2,4.800,96.0
faculty ratio is up,2,4.800,96.0
helped me they made,2,4.800,96.0
are very clean and,14,4.557,91.1
all the best curriculum,2,4.800,96.0
about the new technologies,2,4.800,96.0
developed and all the,2,4.800,96.0
best the whole faculty,2,4.800,96.0
best the faculty always,2,4.800,96.0
ranked under by mhrd,2,4.800,96.0
got above crore per,2,4.800,96.0
a college is the,2,4.800,96.0
studying in such a,2,4.800,96.0
and clean auditoriums are,2,4.800,96.0
monitoring system all in,2,4.800,96.0
annum packages most of,2,4.800,96.0
all the computers function,2,4.800,96.0
best placement all sports,2,4.800,96.0
the biggest ones in,2,4.800,96.0
lot although the fee,2,4.800,96.0
per annum packages most,2,4.800,96.0
that iits are the,4,4.650,93.0
of food they offer,2,4.800,96.0
obviously the best the,2,4.800,96.0
infrastructure is very developed,2,4.800,96.0
colleges in india the,12,4.617,92.3
the things that are,2,4.800,96.0
the colleges which are,2,4.800,96.0
sports facilities that are,2,4.800,96.0
evolves with time and,2,4.800,96.0
system all in all,2,4.800,96.0
as we know that,2,4.800,96.0
new technologies teaching is,2,4.800,96.0
companies was around lpa,2,5.000,100.0
provides the best faculty,11,4.709,94.2
consult and coding profiles,2,5.000,100.0
to study i think,2,5.000,100.0
get hours wi fi,2,5.000,100.0
campus and usually they,2,5.000,100.0
the rest are very,2,5.000,100.0
open study room a,2,5.000,100.0
best in their field,2,5.000,100.0
i think this is,2,5.000,100.0
the country except a,2,5.000,100.0
courses like they taught,2,5.000,100.0
take care of our,4,4.850,97.0
taught us biology in,2,5.000,100.0
every needed facility to,2,5.000,100.0
our country iit bombay,2,5.000,100.0
the people from my,2,5.000,100.0
was extremely useful except,2,5.000,100.0
you take on an,2,5.000,100.0
hospital to take care,2,5.000,100.0
they taught us biology,2,5.000,100.0
their field the student,4,4.950,99.0
is just at a,2,5.000,100.0
in their field the,12,4.617,92.3
except a few first,2,5.000,100.0
and the best in,2,5.000,100.0
class library every sports,2,5.000,100.0
or in the project,2,5.000,100.0
may disappoint you but,2,5.000,100.0
the very first semester,2,5.000,100.0
iit bombay provides every,2,5.000,100.0
life and also recommend,2,5.000,100.0
bombay provides every needed,2,5.000,100.0
of our health faculty,2,5.000,100.0
each stage of our,2,5.000,100.0
if you really want,6,4.808,96.2
class level we get,2,5.000,100.0
bombay provides the best,2,5.000,100.0
and a hospital to,2,5.000,100.0
level we get hours,2,5.000,100.0
and i don t,6,4.133,82.7
really want to study,2,5.000,100.0
and coding profiles except,2,5.000,100.0
of the top firms,2,5.000,100.0
the project the course,2,5.000,100.0
average overall would be,2,5.000,100.0
overall would be more,2,5.000,100.0
at each stage of,2,5.000,100.0
well in their course,2,5.000,100.0
most of the top,6,4.875,97.5
institute in india placements,18,4.767,95.3
the best faculty members,29,4.745,94.9
be more than the,2,5.000,100.0
country iit bombay provides,2,5.000,100.0
think that helped later,2,5.000,100.0
visited our campus and,4,4.750,95.0
in india placements most,6,4.767,95.3
students boys hostel rooms,2,5.000,100.0
library every sports facility,2,5.000,100.0
faculty iit bombay provides,2,5.000,100.0
will perform well in,2,5.000,100.0
first year courses like,2,5.000,100.0
country except a few,2,5.000,100.0
you really want to,6,4.808,96.2
the best place in,9,4.533,90.7
study i think this,2,5.000,100.0
world class library every,2,5.000,100.0
facility to their students,2,5.000,100.0
in the country except,2,5.000,100.0
for money best technical,4,4.950,99.0
support at each stage,2,5.000,100.0
think this is the,2,5.000,100.0
stage of our life,2,5.000,100.0
except core companies infrastructure,2,5.000,100.0
first semester and i,2,5.000,100.0
infrastructure if you really,2,5.000,100.0
health faculty iit bombay,2,5.000,100.0
few first year courses,2,5.000,100.0
department got placed if,2,5.000,100.0
you will perform well,2,5.000,100.0
in the very first,2,5.000,100.0
hostel rooms may disappoint,2,5.000,100.0
on an average overall,2,5.000,100.0
firms visited our campus,4,4.875,97.5
lan hours open study,2,5.000,100.0
profiles except core companies,2,5.000,100.0
an average overall would,2,5.000,100.0
the university internship if,2,5.000,100.0
analytics consult and coding,2,5.000,100.0
the best in their,16,4.625,92.5
year courses like they,2,5.000,100.0
india placements most of,4,4.950,99.0
placed if you take,2,5.000,100.0
is the best reviewed,5,4.800,96.0
a few first year,2,5.000,100.0
in their course or,2,5.000,100.0
more than the average,6,4.733,94.7
biology in the very,2,5.000,100.0
for the university internship,2,5.000,100.0
is around they support,2,5.000,100.0
everything is just at,2,5.000,100.0
members in the country,4,4.800,96.0
sujit kumar b tech,2,5.000,100.0
ratio is around they,2,5.000,100.0
curriculum was extremely useful,2,5.000,100.0
core companies infrastructure if,2,5.000,100.0
faculty members in the,20,4.660,93.2
best place in our,2,5.000,100.0
iit bombay provides the,2,5.000,100.0
care of our health,2,5.000,100.0
of them the rest,2,5.000,100.0
usually they offered analytics,2,5.000,100.0
hours open study room,2,5.000,100.0
course curriculum was extremely,2,5.000,100.0
offered analytics consult and,2,5.000,100.0
provides every needed facility,2,5.000,100.0
by companies was around,2,5.000,100.0
sk sujit kumar b,2,5.000,100.0
to their students boys,2,5.000,100.0
but except this everything,2,5.000,100.0
t think that helped,2,5.000,100.0
disappoint you but except,2,5.000,100.0
this is the best,46,4.661,93.2
people from my department,2,5.000,100.0
hours wi fi and,4,4.950,99.0
our campus and usually,2,5.000,100.0
every sports facility and,2,5.000,100.0
offered by companies was,2,5.000,100.0
and usually they offered,2,5.000,100.0
field the student faculty,2,5.000,100.0
their students boys hostel,2,5.000,100.0
project the course curriculum,2,5.000,100.0
they offered analytics consult,2,5.000,100.0
semester and i don,2,5.000,100.0
helpful and the best,4,5.000,100.0
world class level we,2,5.000,100.0
best faculty members in,7,4.686,93.7
like they taught us,2,5.000,100.0
us biology in the,2,5.000,100.0
at a world class,2,5.000,100.0
in our country iit,4,4.600,92.0
this everything is just,2,5.000,100.0
would be more than,2,5.000,100.0
the top firms visited,2,5.000,100.0
our life and also,2,5.000,100.0
study room a world,2,5.000,100.0
in the project the,2,5.000,100.0
top firms visited our,2,5.000,100.0
place in our country,4,4.900,98.0
of our life and,2,5.000,100.0
to take care of,12,4.704,94.1
they support at each,2,5.000,100.0
that helped later on,2,5.000,100.0
you but except this,2,5.000,100.0
university internship if you,2,5.000,100.0
internship if you will,2,5.000,100.0
and lan hours open,2,5.000,100.0
and also recommend for,2,5.000,100.0
this helpful sk sujit,2,5.000,100.0
extremely useful except a,2,5.000,100.0
few of them the,6,4.608,92.2
than the average salary,4,4.750,95.0
rooms may disappoint you,2,5.000,100.0
a world class level,4,5.000,100.0
around they support at,2,5.000,100.0
perform well in their,2,5.000,100.0
want to study i,2,5.000,100.0
facility and a hospital,2,5.000,100.0
needed facility to their,2,5.000,100.0
if you take on,2,5.000,100.0
companies infrastructure if you,2,5.000,100.0
salary offered by companies,2,5.000,100.0
rest are very helpful,2,5.000,100.0
if you will perform,2,5.000,100.0
course or in the,2,5.000,100.0
a hospital to take,2,5.000,100.0
was around lpa most,7,4.686,93.7
boys hostel rooms may,2,5.000,100.0
also recommend for the,2,5.000,100.0
fi and lan hours,2,5.000,100.0
don t think that,4,4.950,99.0
useful except a few,2,5.000,100.0
sports facility and a,2,5.000,100.0
helpful sk sujit kumar,2,5.000,100.0
we get hours wi,2,5.000,100.0
room a world class,2,5.000,100.0
our health faculty iit,2,5.000,100.0
very first semester and,2,5.000,100.0
of the people from,2,5.000,100.0
coding profiles except core,2,5.000,100.0
just at a world,2,5.000,100.0
them the rest are,2,5.000,100.0
very helpful and the,8,4.900,98.0
got placed if you,2,5.000,100.0
except this everything is,2,5.000,100.0
their course or in,2,5.000,100.0
take on an average,2,5.000,100.0
money best technical institute,4,4.950,99.0
average salary offered by,4,4.850,97.0
except a few of,2,5.000,100.0
recommend for the university,2,5.000,100.0
there are so many,30,4.595,91.9
campus roles like assistant,2,4.800,96.0
thing about iit bombay,2,4.800,96.0
industry visits are made,2,4.800,96.0
students not having laptops,2,4.800,96.0
a bit disappointing but,2,4.800,96.0
of the subject regular,2,4.800,96.0
helpful ag aakash gangwar,2,4.800,96.0
ag aakash gangwar b,2,4.800,96.0
highest was crores per,2,4.800,96.0
of industry visits are,2,4.800,96.0
for both cultural and,2,4.800,96.0
and assignments are given,2,4.800,96.0
campus for placements in,2,4.800,96.0
for working on laptops,2,4.800,96.0
total there were approximately,2,4.800,96.0
of the subject lots,2,4.800,96.0
sports activities all the,2,4.800,96.0
was definitely helpful to,2,4.800,96.0
between percent the lowest,2,4.800,96.0
outdoor for the real,2,4.800,96.0
the pace with the,2,4.800,96.0
extent faculty iit bombay,2,4.800,96.0
a subsidized rate plan,2,4.800,96.0
also good i faced,2,4.800,96.0
about iit bombay is,2,4.800,96.0
these are the extremes,2,4.800,96.0
pace with the subject,2,4.800,96.0
current researches the course,2,4.800,96.0
you would just come,2,4.800,96.0
made by the professor,2,4.800,96.0
annum and the highest,27,4.541,90.8
placements in total there,2,4.800,96.0
there were approximately companies,2,4.800,96.0
to maintain the pace,2,4.800,96.0
placements generally vary from,2,4.800,96.0
the campus roles like,4,4.650,93.0
each sport one is,2,4.800,96.0
are way too good,2,4.800,96.0
to time to maintain,4,4.750,95.0
some professors take the,2,4.800,96.0
connection and a huge,4,4.750,95.0
but don t matter,2,4.800,96.0
the companies companies like,2,4.800,96.0
itc hpcl coal india,2,4.800,96.0
as high as years,2,4.800,96.0
are made by the,4,4.850,97.0
that you would just,2,4.800,96.0
the students not having,2,4.800,96.0
the facilities are incredible,2,4.800,96.0
subject lots of industry,2,4.800,96.0
visits are made by,2,4.800,96.0
for the real game,2,4.800,96.0
time to maintain the,2,4.800,96.0
of campus placements generally,2,4.800,96.0
lakhs per annum is,4,4.838,96.8
quality is also good,32,4.512,90.2
it is generally between,2,4.800,96.0
in the hostel only,4,4.400,88.0
in total there were,2,4.800,96.0
was zero and the,2,4.800,96.0
their field some professors,2,4.800,96.0
very greater extent faculty,2,4.800,96.0
but these are the,2,4.800,96.0
rooms and equipment for,2,4.800,96.0
faculty as high as,2,4.800,96.0
well the current researches,2,4.800,96.0
very experienced faculty as,2,4.800,96.0
vary from every year,2,4.800,96.0
from time to time,33,4.579,91.6
and co boston consulting,2,4.800,96.0
approximately companies which visited,2,4.800,96.0
the present scenarios of,2,4.800,96.0
students also approach the,2,4.800,96.0
percent the lowest stipend,2,4.800,96.0
campus that you would,2,4.800,96.0
greater extent faculty iit,2,4.800,96.0
has courts for each,2,4.800,96.0
many activities going on,2,4.800,96.0
and the highest was,13,4.477,89.5
huge library with many,2,4.800,96.0
the highest was crores,2,4.800,96.0
was lakhs per month,4,4.900,98.0
are a bit disappointing,2,4.800,96.0
understanding of the subject,4,4.850,97.0
and facilities placements placements,14,4.600,92.0
sites to give them,2,4.800,96.0
generally between percent the,2,4.800,96.0
bit disappointing but don,2,4.800,96.0
laptops labs have the,2,4.800,96.0
and the food quality,20,4.345,86.9
by the professor himself,2,4.800,96.0
amp t etc companies,2,4.800,96.0
helpful but to a,2,4.800,96.0
this helpful ag aakash,2,4.800,96.0
help the students not,2,4.800,96.0
a feel of the,4,4.450,89.0
t matter because there,2,4.800,96.0
so many activities going,2,4.800,96.0
plan and the food,2,4.800,96.0
packages both low and,2,4.800,96.0
bombay has got very,2,4.800,96.0
there is very less,2,4.800,96.0
on laptops hostel rooms,2,4.800,96.0
the highest was lakhs,4,4.600,92.0
infrastructure problems in the,2,4.800,96.0
hindustan unilever limited infrastructure,2,4.800,96.0
extremes and there is,2,4.800,96.0
t etc companies visited,2,4.800,96.0
get such packages both,2,4.800,96.0
working connections for working,2,4.800,96.0
and proficient in their,2,4.800,96.0
game every hostel has,2,4.800,96.0
g itc hpcl coal,2,4.800,96.0
with the present scenarios,2,4.800,96.0
many personal computers to,2,4.800,96.0
revised from time to,6,4.800,96.0
the better understanding of,2,4.800,96.0
to give a feel,2,4.800,96.0
zero and the highest,2,4.800,96.0
the subject regular tutorials,2,4.800,96.0
aakash gangwar b tech,2,4.800,96.0
group pwc p amp,2,4.800,96.0
the infrastructure problems in,2,4.800,96.0
l amp t etc,3,4.467,89.3
hostel has personalized rooms,2,4.800,96.0
the subject the student,2,4.800,96.0
later on reviewed on,2,4.800,96.0
an average lakhs per,2,4.800,96.0
way too good the,2,4.800,96.0
proficient in their field,2,4.800,96.0
a certain extent only,2,4.800,96.0
infrastructure and facilities placements,68,4.600,92.0
for placements in total,2,4.800,96.0
disappointing but don t,2,4.800,96.0
infrastructure the best thing,8,4.825,96.5
years of experience they,2,4.800,96.0
gangwar b tech in,2,4.800,96.0
courts for each sport,2,4.800,96.0
sleep to your room,2,4.800,96.0
to get the better,2,4.800,96.0
professors take the students,2,4.800,96.0
course curriculum was definitely,2,4.800,96.0
give them a better,2,4.800,96.0
like bain and co,2,4.800,96.0
by the companies companies,2,4.800,96.0
offered was zero and,2,4.800,96.0
real game every hostel,2,4.800,96.0
one is indoor for,2,4.800,96.0
is offered to the,2,4.800,96.0
month by hindustan unilever,2,4.800,96.0
have the best equipment,2,4.800,96.0
and working connections for,2,4.800,96.0
canteens have a subsidized,2,4.800,96.0
roles like assistant manager,2,4.800,96.0
knowledgeable and proficient in,2,4.800,96.0
good i faced the,2,4.800,96.0
campus placements generally vary,2,4.800,96.0
to a certain extent,2,4.800,96.0
are good from iit,2,4.800,96.0
only they are highly,2,4.800,96.0
facilities placements placements to,2,4.800,96.0
hpcl coal india flipkart,2,4.800,96.0
equipment available in india,2,4.800,96.0
subsidized rate plan and,2,4.800,96.0
consultant management trainee etc,2,4.800,96.0
stone black rock vodafone,2,4.800,96.0
personal computers to help,2,4.800,96.0
is approximately the course,2,4.800,96.0
being recruited it is,2,4.800,96.0
who have done internships,2,4.800,96.0
from every year students,2,4.800,96.0
has been revised from,2,4.800,96.0
tutorials and assignments are,2,4.800,96.0
percentage of being recruited,2,4.800,96.0
approach the companies by,2,4.800,96.0
the other one is,8,4.825,96.5
good from iit bombay,2,4.800,96.0
field some professors take,2,4.800,96.0
lots of industry visits,2,4.800,96.0
companies which visited the,4,4.600,92.0
were approximately companies which,2,4.800,96.0
would just come to,2,4.800,96.0
having laptops labs have,2,4.800,96.0
library with many personal,2,4.800,96.0
the best equipment available,2,4.800,96.0
highest was lakhs per,2,4.800,96.0
have a subsidized rate,2,4.800,96.0
faculty iit bombay has,4,4.300,86.0
companies companies like bain,2,4.800,96.0
have done internships have,2,4.800,96.0
facilities are way too,2,4.800,96.0
black rock vodafone shapoorji,2,4.800,96.0
take the students to,2,4.800,96.0
one is outdoor for,2,4.800,96.0
matter because there are,2,4.800,96.0
subject the student to,2,4.800,96.0
subject regular tutorials and,2,4.800,96.0
to your room the,2,4.800,96.0
to get such packages,2,4.800,96.0
with the subject the,2,4.800,96.0
available in india sports,2,4.800,96.0
assignments are given to,2,4.800,96.0
generally vary from every,2,4.800,96.0
labs have the best,6,4.800,96.0
facilities are incredible fast,2,4.800,96.0
etc companies visited the,2,4.800,96.0
the hostel only but,2,4.800,96.0
black stone black rock,2,4.800,96.0
very honest are good,2,4.800,96.0
highly knowledgeable and proficient,2,4.800,96.0
be very honest are,2,4.800,96.0
for each sport one,2,4.800,96.0
sports facilities are way,2,4.800,96.0
they are helpful but,2,4.800,96.0
bombay is the infrastructure,2,4.800,96.0
conditioners and working connections,2,4.800,96.0
manager consultant management trainee,2,4.800,96.0
problems in the hostel,2,4.800,96.0
iit bombay the percentage,2,4.800,96.0
coal india flipkart amazon,2,4.800,96.0
curriculum has been revised,2,4.800,96.0
the campus has courts,2,4.800,96.0
high as years of,2,4.800,96.0
etc were offered those,2,4.800,96.0
package offered was lakhs,10,4.685,93.7
researches the course curriculum,2,4.800,96.0
shapoorji pallonji l amp,2,4.800,96.0
too good the campus,2,4.800,96.0
low and high on,2,4.800,96.0
by hindustan unilever limited,2,4.800,96.0
to a very greater,2,4.800,96.0
working on laptops hostel,2,4.800,96.0
labs and sites to,2,4.800,96.0
for practice and the,2,4.800,96.0
offered those who have,2,4.800,96.0
a better understanding of,10,4.535,90.7
are incredible fast internet,2,4.800,96.0
management trainee etc were,2,4.800,96.0
room the canteens have,2,4.800,96.0
only but not to,2,4.800,96.0
consulting group pwc p,2,4.800,96.0
campus has courts for,2,4.800,96.0
the lowest package offered,38,4.459,89.2
year students also approach,2,4.800,96.0
ratio is approximately the,2,4.800,96.0
internet connection and a,4,4.750,95.0
air conditioners and working,2,4.800,96.0
for money incredible infrastructure,2,4.800,96.0
as years of experience,2,4.800,96.0
chance to get such,2,4.800,96.0
and a huge library,6,4.700,94.0
rate plan and the,2,4.800,96.0
personalized rooms and equipment,2,4.800,96.0
pace with the present,2,4.800,96.0
hostel only but not,2,4.800,96.0
to give them a,2,4.800,96.0
such packages both low,2,4.800,96.0
feel of the course,4,4.450,89.0
good the campus has,6,4.867,97.3
course curriculum has been,4,4.838,96.8
found this helpful ag,10,4.385,87.7
approximately the course curriculum,2,4.800,96.0
percentage of campus placements,2,4.800,96.0
the infrastructure the facilities,2,4.800,96.0
india flipkart amazon black,2,4.800,96.0
lakhs per month by,2,4.800,96.0
infrastructure the facilities are,34,4.560,91.2
the extremes and there,2,4.800,96.0
regular tutorials and assignments,2,4.800,96.0
cultural and sports activities,6,4.667,93.3
stipend offered was zero,2,4.800,96.0
but to a certain,2,4.800,96.0
indoor for practice and,2,4.800,96.0
to the students by,2,4.800,96.0
faced the infrastructure problems,2,4.800,96.0
professor himself to give,2,4.800,96.0
offered was lakhs per,12,4.675,93.5
are given to maintain,2,4.800,96.0
fast internet connection and,2,4.800,96.0
a huge library with,14,4.693,93.9
scenarios of the industries,2,4.800,96.0
they are highly knowledgeable,12,4.750,95.0
themselves the lowest package,2,4.800,96.0
the campus that you,2,4.800,96.0
value for money incredible,2,4.800,96.0
bain and co boston,2,4.800,96.0
in india sports facilities,2,4.800,96.0
has personalized rooms and,2,4.800,96.0
co boston consulting group,2,4.800,96.0
connections for working on,2,4.800,96.0
both cultural and sports,2,4.800,96.0
them a better understanding,2,4.800,96.0
average lakhs per annum,2,4.800,96.0
been revised from time,2,4.800,96.0
not to a very,2,4.800,96.0
just come to sleep,2,4.800,96.0
companies by themselves the,2,4.800,96.0
of experience they are,6,4.700,94.0
better understanding of the,6,4.633,92.7
is very less chance,2,4.800,96.0
money incredible infrastructure and,2,4.800,96.0
the labs and sites,2,4.800,96.0
a very greater extent,2,4.800,96.0
is outdoor for the,2,4.800,96.0
assistant manager consultant management,2,4.800,96.0
lowest stipend offered was,4,4.800,96.0
the current researches the,2,4.800,96.0
per annum is offered,2,4.800,96.0
was crores per annum,35,4.674,93.5
which visited the campus,4,4.600,92.0
certain extent only they,2,4.800,96.0
not having laptops labs,2,4.800,96.0
p amp g itc,7,4.571,91.4
experience they are helpful,4,4.550,91.0
less chance to get,2,4.800,96.0
visited the campus for,15,4.683,93.7
himself to give a,2,4.800,96.0
on an average lakhs,2,4.800,96.0
the industries as well,2,4.800,96.0
flipkart amazon black stone,2,4.800,96.0
iit bombay has got,2,4.800,96.0
definitely helpful to get,2,4.800,96.0
pallonji l amp t,2,4.800,96.0
honest are good from,2,4.800,96.0
of the industries as,2,4.800,96.0
annum but these are,2,4.800,96.0
are the extremes and,2,4.800,96.0
maintain the pace with,2,4.800,96.0
in the campus that,2,4.800,96.0
boston consulting group pwc,2,4.800,96.0
and sports activities all,2,4.800,96.0
the professor himself to,2,4.800,96.0
and there is very,4,4.700,94.0
companies like bain and,2,4.800,96.0
the real game every,2,4.800,96.0
sport one is indoor,2,4.800,96.0
the course curriculum has,17,4.668,93.4
by themselves the lowest,2,4.800,96.0
give a feel of,2,4.800,96.0
to be very honest,4,4.650,93.0
those who have done,2,4.800,96.0
the subject lots of,2,4.800,96.0
india sports facilities are,2,4.800,96.0
all the classrooms have,4,4.650,93.0
were offered those who,2,4.800,96.0
and the other one,10,4.740,94.8
have air conditioners and,6,4.575,91.5
high on an average,2,4.800,96.0
from iit bombay the,2,4.800,96.0
visited the campus roles,6,4.733,94.7
helpful to get the,2,4.800,96.0
very less chance to,2,4.800,96.0
the students by the,4,4.850,97.0
is indoor for practice,2,4.800,96.0
done internships have a,2,4.800,96.0
come to sleep to,2,4.800,96.0
trainee etc were offered,2,4.800,96.0
the classrooms have air,4,4.600,92.0
classrooms have air conditioners,4,4.600,92.0
experienced faculty as high,2,4.800,96.0
present scenarios of the,2,4.800,96.0
amazon black stone black,2,4.800,96.0
incredible infrastructure and facilities,2,4.800,96.0
incredible fast internet connection,2,4.800,96.0
i faced the infrastructure,2,4.800,96.0
in their field some,8,4.400,88.0
internships have a better,2,4.800,96.0
laptops hostel rooms are,2,4.800,96.0
recruited it is generally,2,4.800,96.0
extent only they are,2,4.800,96.0
like assistant manager consultant,2,4.800,96.0
practice and the other,2,4.800,96.0
and high on an,2,4.800,96.0
because there are so,2,4.800,96.0
per annum but these,2,4.800,96.0
the companies by themselves,2,4.800,96.0
other one is outdoor,2,4.800,96.0
bombay the percentage of,2,4.800,96.0
both low and high,2,4.800,96.0
have a better percentage,3,4.467,89.3
given to maintain the,2,4.800,96.0
annum is offered to,2,4.800,96.0
every hostel has personalized,2,4.800,96.0
a better percentage of,3,4.467,89.3
unilever limited infrastructure the,2,4.800,96.0
activities all the classrooms,2,4.800,96.0
curriculum was definitely helpful,2,4.800,96.0
equipment for both cultural,2,4.800,96.0
of being recruited it,2,4.800,96.0
vodafone shapoorji pallonji l,2,4.800,96.0
is also good i,5,4.640,92.8
limited infrastructure the best,2,4.800,96.0
the canteens have a,2,4.800,96.0
are helpful but to,2,4.800,96.0
as well the current,2,4.800,96.0
your room the canteens,2,4.800,96.0
placements to be very,2,4.800,96.0
lowest package offered was,14,4.404,88.1
to the labs and,2,4.800,96.0
are highly knowledgeable and,28,4.616,92.3
rock vodafone shapoorji pallonji,2,4.800,96.0
but not to a,2,4.800,96.0
every year students also,2,4.800,96.0
placements placements to be,2,4.800,96.0
the lowest stipend offered,6,4.567,91.3
the students to the,2,4.800,96.0
students by the companies,2,4.800,96.0
don t matter because,2,4.800,96.0
also approach the companies,2,4.800,96.0
computers to help the,2,4.800,96.0
best thing about iit,6,4.258,85.2
with many personal computers,2,4.800,96.0
amp g itc hpcl,2,4.800,96.0
crores per annum but,6,4.700,94.0
and equipment for both,2,4.800,96.0
has got very experienced,2,4.800,96.0
is generally between percent,2,4.800,96.0
get the better understanding,2,4.800,96.0
is the infrastructure the,2,4.800,96.0
time to time to,9,4.800,96.0
per month by hindustan,2,4.800,96.0
are so many activities,2,4.800,96.0
the percentage of campus,4,4.500,90.0
and sites to give,2,4.800,96.0
better percentage of being,2,4.800,96.0
got very experienced faculty,2,4.800,96.0
to sleep to your,2,4.800,96.0
pwc p amp g,2,4.800,96.0
students to the labs,2,4.800,96.0
best equipment available in,2,4.800,96.0
the first round salaries,2,4.700,94.0
are a bit crammed,2,4.700,94.0
are outdated every other,2,4.700,94.0
are being implemented the,2,4.700,94.0
roles offered to the,14,4.436,88.7
for the third year,2,4.700,94.0
the labs are nice,2,4.700,94.0
finance consulting and banking,2,4.700,94.0
infrastructure is world class,10,4.870,97.4
novel methods are being,2,4.700,94.0
the college the maximum,4,4.350,87.0
being implemented the course,2,4.700,94.0
equipment for a few,2,4.700,94.0
outdated every other infrastructure,2,4.700,94.0
other infrastructure is world,2,4.700,94.0
to finance consulting and,2,4.700,94.0
with teaching and research,2,4.700,94.0
departments and hence i,2,4.700,94.0
the maximum stipend is,2,4.700,94.0
and holistic experience there,2,4.700,94.0
rs month for the,2,4.700,94.0
who sat for placements,10,4.680,93.6
in almost every part,4,4.650,93.0
thakkar b tech in,2,4.700,94.0
whereas the average is,2,4.700,94.0
end of the first,4,4.750,95.0
wi fi connection in,2,4.700,94.0
varied from core technical,2,4.700,94.0
year students infrastructure there,2,4.700,94.0
prefer not to provide,2,4.700,94.0
implemented the course curriculum,2,4.700,94.0
had a job at,2,4.700,94.0
month whereas the average,2,4.700,94.0
third year students infrastructure,2,4.700,94.0
were a few industry,2,4.700,94.0
month for the third,2,4.700,94.0
maximum stipend is around,2,4.700,94.0
research they were very,2,4.700,94.0
available in the canteen,3,4.533,90.7
are comfortable faculty the,2,4.700,94.0
placements had a job,2,4.700,94.0
job at the end,3,4.733,94.7
course reviewed on apr,6,4.067,81.3
visits every year as,2,4.700,94.0
a few labs are,2,4.700,94.0
the course reviewed on,9,4.556,91.1
labs are outdated every,2,4.700,94.0
a few industry visits,2,4.700,94.0
students varied from core,2,4.700,94.0
sat for placements had,2,4.700,94.0
helpful dt devang thakkar,2,4.700,94.0
a wholesome and holistic,2,4.700,94.0
is rs month for,2,4.700,94.0
this helpful dt devang,2,4.700,94.0
and approachable flipped classrooms,2,4.700,94.0
salaries vary across companies,2,4.700,94.0
and banking jobs around,2,4.700,94.0
decent the hostel rooms,4,4.400,88.0
methods are being implemented,2,4.700,94.0
mess food is decent,23,4.383,87.7
members have a lot,2,4.700,94.0
internship from the college,10,4.580,91.6
class facilities at iit,2,4.700,94.0
vary across companies and,2,4.700,94.0
few labs are outdated,2,4.700,94.0
every other infrastructure is,2,4.700,94.0
the students who sat,10,4.440,88.8
and departments and hence,2,4.700,94.0
around rs month whereas,2,4.700,94.0
food available in the,33,4.545,90.9
the students varied from,2,4.700,94.0
teaching and research they,2,4.700,94.0
found this helpful dt,2,4.700,94.0
